"start_date","casual","member","total"
"18/10/2014",3938,6910,10848
"19/10/2014",2273,5848,8121
"20/10/2014",1202,8224,9426
"21/10/2014",745,6722,7467
"22/10/2014",240,4146,4386
"23/10/2014",1055,8699,9754
"24/10/2014",1716,8737,10453
"25/10/2014",3828,7354,11182
"26/10/2014",3307,6946,10253
"27/10/2014",1577,8961,10538
"28/10/2014",1419,10163,11582
"29/10/2014",771,8625,9396
"30/10/2014",887,9158,10045
"31/10/2014",1131,8444,9575
"01/11/2014",1128,4936,6064
"02/11/2014",894,4749,5643
"03/11/2014",619,7944,8563
"04/11/2014",750,9059,9809
"05/11/2014",700,8418,9118
"06/11/2014",422,6884,7306
"07/11/2014",846,7844,8690
"08/11/2014",1772,5779,7551
"09/11/2014",2002,5824,7826
"10/11/2014",1175,8119,9294
"11/11/2014",1720,9052,10772
"12/11/2014",779,8760,9539
"13/11/2014",485,6639,7124
"14/11/2014",479,6539,7018
"15/11/2014",1217,4721,5938
"16/11/2014",862,3875,4737
"17/11/2014",169,3914,4083
"18/11/2014",271,5257,5528
"19/11/2014",194,5788,5982
"20/11/2014",311,6923,7234
"21/11/2014",413,5932,6345
"22/11/2014",908,4653,5561
"23/11/2014",1107,4453,5560
"24/11/2014",1070,8072,9142
"25/11/2014",888,7239,8127
"26/11/2014",53,1371,1424
"27/11/2014",431,1412,1843
"28/11/2014",520,2089,2609
"29/11/2014",1010,2641,3651
"30/11/2014",973,3993,4966
"01/12/2014",460,5854,6314
"02/12/2014",57,2596,2653
"03/12/2014",223,6630,6853
"04/12/2014",346,6986,7332
"05/12/2014",279,5707,5986
"06/12/2014",287,2390,2677
"07/12/2014",703,4550,5253
"08/12/2014",263,5763,6026
"09/12/2014",75,3215,3290
"10/12/2014",261,6436,6697
"11/12/2014",293,6027,6320
"12/12/2014",446,6314,6760
"13/12/2014",738,4885,5623
"14/12/2014",754,4493,5247
"15/12/2014",554,7084,7638
"16/12/2014",212,5735,5947
"17/12/2014",495,6874,7369
"18/12/2014",241,6072,6313
"19/12/2014",308,5559,5867
"20/12/2014",442,3405,3847
"21/12/2014",622,2930,3552
"22/12/2014",155,2808,2963
"23/12/2014",224,3496,3720
"24/12/2014",57,1155,1212
"25/12/2014",779,856,1635
"26/12/2014",1170,1741,2911
"27/12/2014",2151,2030,4181
"28/12/2014",1126,1735,2861
"29/12/2014",1175,3967,5142
"30/12/2014",801,4361,5162
"31/12/2014",549,3660,4209
"01/01/2015",559,2019,2578
"02/01/2015",938,4170,5108
"03/01/2015",217,1486,1703
"04/01/2015",502,3156,3658
"05/01/2015",293,4929,5222
"06/01/2015",45,2015,2060
"07/01/2015",65,2970,3035
"08/01/2015",40,2912,2952
"09/01/2015",87,4127,4214
"10/01/2015",159,2514,2673
"11/01/2015",363,3088,3451
"12/01/2015",83,2072,2155
"13/01/2015",246,5227,5473
"14/01/2015",205,4350,4555
"15/01/2015",272,5502,5774
"16/01/2015",263,5420,5683
"17/01/2015",693,3524,4217
"18/01/2015",277,2246,2523
"19/01/2015",618,4016,4634
"20/01/2015",202,6061,6263
"21/01/2015",121,5229,5350
"22/01/2015",309,6060,6369
"23/01/2015",268,4465,4733
"24/01/2015",231,3241,3472
"25/01/2015",657,4502,5159
"26/01/2015",34,2395,2429
"27/01/2015",72,3995,4067
"28/01/2015",103,4991,5094
"29/01/2015",95,4533,4628
"30/01/2015",131,4717,4848
"31/01/2015",321,3010,3331
"01/02/2015",269,3318,3587
"02/02/2015",54,3827,3881
"03/02/2015",6,5111,5117
"04/02/2015",39,6035,6074
"05/02/2015",153,4833,4986
"06/02/2015",176,4751,4927
"07/02/2015",737,4188,4925
"08/02/2015",1554,5093,6647
"09/02/2015",164,4775,4939
"10/02/2015",204,5463,5667
"11/02/2015",416,6176,6592
"12/02/2015",223,5216,5439
"13/02/2015",165,3845,4010
"14/02/2015",481,2452,2933
"15/02/2015",71,970,1041
"16/02/2015",96,1219,1315
"17/02/2015",35,1143,1178
"18/02/2015",43,3100,3143
"19/02/2015",57,2625,2682
"20/02/2015",61,2423,2484
"21/02/2015",22,719,741
"22/02/2015",141,1848,1989
"23/02/2015",79,3518,3597
"24/02/2015",59,3812,3871
"25/02/2015",118,4832,4950
"26/02/2015",103,3372,3475
"27/02/2015",186,4454,4640
"28/02/2015",396,2826,3222
"01/03/2015",48,720,768
"02/03/2015",170,3897,4067
"03/03/2015",155,3676,3831
"04/03/2015",112,4029,4141
"05/03/2015",29,509,538
"06/03/2015",73,1855,1928
"07/03/2015",352,2830,3182
"08/03/2015",1273,4075,5348
"09/03/2015",1301,6641,7942
"10/03/2015",362,3579,3941
"11/03/2015",994,6706,7700
"12/03/2015",1709,7290,8999
"13/03/2015",1352,6556,7908
"14/03/2015",758,2789,3547
"15/03/2015",1929,4487,6416
"16/03/2015",1574,7207,8781
"17/03/2015",1414,7613,9027
"18/03/2015",772,6610,7382
"19/03/2015",1137,6907,8044
"20/03/2015",145,2760,2905
"21/03/2015",3227,5816,9043
"22/03/2015",2639,5314,7953
"23/03/2015",1403,6564,7967
"24/03/2015",956,6773,7729
"25/03/2015",663,6760,7423
"26/03/2015",1156,7380,8536
"27/03/2015",834,5168,6002
"28/03/2015",854,3719,4573
"29/03/2015",1606,4066,5672
"30/03/2015",1543,7409,8952
"31/03/2015",1232,6779,8011
"01/04/2015",1780,8097,9877
"02/04/2015",2608,8668,11276
"03/04/2015",1177,5251,6428
"04/04/2015",5102,5336,10438
"05/04/2015",5228,4959,10187
"06/04/2015",3617,9023,12640
"07/04/2015",2498,8619,11117
"08/04/2015",993,6448,7441
"09/04/2015",1053,6775,7828
"10/04/2015",2200,7198,9398
"11/04/2015",8614,8132,16746
"12/04/2015",7838,7914,15752
"13/04/2015",3186,9510,12696
"14/04/2015",293,3532,3825
"15/04/2015",1886,9243,11129
"16/04/2015",2012,9679,11691
"17/04/2015",3141,9409,12550
"18/04/2015",7748,8260,16008
"19/04/2015",4436,5819,10255
"20/04/2015",1769,7299,9068
"21/04/2015",2050,9594,11644
"22/04/2015",1513,9032,10545
"23/04/2015",1611,8496,10107
"24/04/2015",2199,8177,10376
"25/04/2015",2684,4508,7192
"26/04/2015",4014,6323,10337
"27/04/2015",1221,7648,8869
"28/04/2015",1688,9311,10999
"29/04/2015",1939,9725,11664
"30/04/2015",1511,8746,10257
"01/05/2015",1778,8578,10356
"02/05/2015",5110,7469,12579
"03/05/2015",4986,7120,12106
"04/05/2015",2609,9383,11992
"05/05/2015",1785,9315,11100
"06/05/2015",1825,9664,11489
"07/05/2015",2131,10191,12322
"08/05/2015",2925,10506,13431
"09/05/2015",5134,7717,12851
"10/05/2015",4545,6555,11100
"11/05/2015",2530,9609,12139
"12/05/2015",2265,9802,12067
"13/05/2015",1763,10017,11780
"14/05/2015",2546,10071,12617
"15/05/2015",3365,10286,13651
"16/05/2015",4454,6754,11208
"17/05/2015",3966,6976,10942
"18/05/2015",2358,8087,10445
"19/05/2015",2182,9886,12068
"20/05/2015",2521,10465,12986
"21/05/2015",517,6466,6983
"22/05/2015",3183,9348,12531
"23/05/2015",6652,6068,12720
"24/05/2015",7787,5792,13579
"25/05/2015",5870,6139,12009
"26/05/2015",2263,9091,11354
"27/05/2015",1676,9799,11475
"28/05/2015",2100,9538,11638
"29/05/2015",2417,9650,12067
"30/05/2015",5062,7610,12672
"31/05/2015",4046,6882,10928
"01/06/2015",1498,6608,8106
"02/06/2015",901,7154,8055
"03/06/2015",1121,8761,9882
"04/06/2015",847,5513,6360
"05/06/2015",2074,9008,11082
"06/06/2015",4674,8011,12685
"07/06/2015",4543,7132,11675
"08/06/2015",1838,8129,9967
"09/06/2015",1856,9916,11772
"10/06/2015",1572,10018,11590
"11/06/2015",2033,9821,11854
"12/06/2015",2109,8763,10872
"13/06/2015",4436,7332,11768
"14/06/2015",3265,6250,9515
"15/06/2015",1919,8068,9987
"16/06/2015",1866,9634,11500
"17/06/2015",1837,9338,11175
"18/06/2015",1530,8465,9995
"19/06/2015",2463,9561,12024
"20/06/2015",3448,5870,9318
"21/06/2015",2264,6520,8784
"22/06/2015",2191,9072,11263
"23/06/2015",1286,7904,9190
"24/06/2015",2212,10378,12590
"25/06/2015",2099,9032,11131
"26/06/2015",2963,10079,13042
"27/06/2015",683,2622,3305
"28/06/2015",4273,7348,11621
"29/06/2015",2713,9492,12205
"30/06/2015",2136,9844,11980
"01/07/2015",2308,8915,11223
"02/07/2015",2488,8769,11257
"03/07/2015",6429,6362,12791
"04/07/2015",5755,4533,10288
"05/07/2015",6211,5988,12199
"06/07/2015",2614,8288,10902
"07/07/2015",2393,9830,12223
"08/07/2015",1683,7812,9495
"09/07/2015",1916,9129,11045
"10/07/2015",3072,9941,13013
"11/07/2015",4847,7573,12420
"12/07/2015",4314,7397,11711
"13/07/2015",1864,8360,10224
"14/07/2015",1975,9616,11591
"15/07/2015",2039,10049,12088
"16/07/2015",2516,10741,13257
"17/07/2015",2977,9650,12627
"18/07/2015",4426,6670,11096
"19/07/2015",4155,5993,10148
"20/07/2015",2318,8538,10856
"21/07/2015",2246,9565,11811
"22/07/2015",2468,10466,12934
"23/07/2015",2575,10417,12992
"24/07/2015",3280,10059,13339
"25/07/2015",5807,7095,12902
"26/07/2015",4682,6632,11314
"27/07/2015",2482,8437,10919
"28/07/2015",2528,9448,11976
"29/07/2015",2428,9742,12170
"30/07/2015",1803,9005,10808
"31/07/2015",2751,9645,12396
"01/08/2015",4940,7103,12043
"02/08/2015",4550,6897,11447
"03/08/2015",2714,9371,12085
"04/08/2015",2212,9414,11626
"05/08/2015",2408,10093,12501
"06/08/2015",2565,10052,12617
"07/08/2015",2827,9354,12181
"08/08/2015",5843,7127,12970
"09/08/2015",4923,6728,11651
"10/08/2015",2362,8132,10494
"11/08/2015",2065,9277,11342
"12/08/2015",2304,10181,12485
"13/08/2015",2344,10091,12435
"14/08/2015",2972,9577,12549
"15/08/2015",5261,6821,12082
"16/08/2015",3872,6320,10192
"17/08/2015",2135,8836,10971
"18/08/2015",2098,9497,11595
"19/08/2015",1985,9981,11966
"20/08/2015",1823,8369,10192
"21/08/2015",3064,9838,12902
"22/08/2015",4995,7344,12339
"23/08/2015",4119,6862,10981
"24/08/2015",1963,8320,10283
"25/08/2015",2220,10452,12672
"26/08/2015",1933,10397,12330
"27/08/2015",2022,10384,12406
"28/08/2015",2440,9770,12210
"29/08/2015",4426,7100,11526
"30/08/2015",3512,6676,10188
"31/08/2015",1716,9336,11052
"01/09/2015",1504,10018,11522
"02/09/2015",1545,9833,11378
"03/09/2015",1670,9461,11131
"04/09/2015",2187,8863,11050
"05/09/2015",5260,5607,10867
"06/09/2015",6970,5430,12400
"07/09/2015",4295,6056,10351
"08/09/2015",1381,9584,10965
"09/09/2015",1352,9713,11065
"10/09/2015",1078,9278,10356
"11/09/2015",2085,10082,12167
"12/09/2015",1417,5248,6665
"13/09/2015",3127,7270,10397
"14/09/2015",1592,9564,11156
"15/09/2015",1540,10403,11943
"16/09/2015",1485,10453,11938
"17/09/2015",1561,10388,11949
"18/09/2015",1809,10147,11956
"19/09/2015",3971,7609,11580
"20/09/2015",3604,7394,10998
"21/09/2015",1314,6502,7816
"22/09/2015",1783,10169,11952
"23/09/2015",2339,10434,12773
"24/09/2015",2320,10194,12514
"25/09/2015",1814,9589,11403
"26/09/2015",3509,7529,11038
"27/09/2015",2892,7087,9979
"28/09/2015",1569,9736,11305
"29/09/2015",930,6310,7240
"30/09/2015",1047,9137,10184
"01/10/2015",224,4575,4799
"02/10/2015",104,1975,2079
"03/10/2015",598,3452,4050
"04/10/2015",1311,5313,6624
"05/10/2015",1234,9211,10445
"06/10/2015",1203,10348,11551
"07/10/2015",1181,10553,11734
"08/10/2015",1474,10237,11711
"09/10/2015",1829,8672,10501
"10/10/2015",3800,6469,10269
"11/10/2015",4380,6111,10491
"12/10/2015",2889,7606,10495
"13/10/2015",1294,9509,10803
"14/10/2015",1214,10192,11406
"15/10/2015",1654,9852,11506
"16/10/2015",1874,9389,11263
"17/10/2015",2861,5921,8782
"18/10/2015",1788,5190,6978
"19/10/2015",913,8161,9074
"20/10/2015",933,9103,10036
"21/10/2015",1056,9622,10678
"22/10/2015",1643,9644,11287
"23/10/2015",2136,9334,11470
"24/10/2015",3434,6296,9730
"25/10/2015",2654,5933,8587
"26/10/2015",1434,8539,9973
"27/10/2015",939,8858,9797
"28/10/2015",201,4978,5179
"29/10/2015",1142,9490,10632
"30/10/2015",1125,8575,9700
"31/10/2015",2425,6296,8721
"01/11/2015",1897,5314,7211
"02/11/2015",1051,8395,9446
"03/11/2015",985,9523,10508
"04/11/2015",1092,9730,10822
"05/11/2015",1073,9480,10553
"06/11/2015",2155,9454,11609
"07/11/2015",1148,4462,5610
"08/11/2015",2790,6204,8994
"09/11/2015",564,6151,6715
"10/11/2015",248,5525,5773
"11/11/2015",945,7956,8901
"12/11/2015",543,7933,8476
"13/11/2015",928,8334,9262
"14/11/2015",1823,5348,7171
"15/11/2015",1932,5509,7441
"16/11/2015",757,8399,9156
"17/11/2015",652,8574,9226
"18/11/2015",752,9016,9768
"19/11/2015",258,5997,6255
"20/11/2015",947,8150,9097
"21/11/2015",1867,5432,7299
"22/11/2015",819,4129,4948
"23/11/2015",313,6288,6601
"24/11/2015",506,6994,7500
"25/11/2015",696,6168,6864
"26/11/2015",1366,2028,3394
"27/11/2015",2857,3383,6240
"28/11/2015",2824,3594,6418
"29/11/2015",343,2534,2877
"30/11/2015",114,4046,4160
"01/12/2015",73,3881,3954
"02/12/2015",160,5580,5740
"03/12/2015",308,7661,7969
"04/12/2015",478,7462,7940
"05/12/2015",1461,5625,7086
"06/12/2015",1104,4876,5980
"07/12/2015",559,7369,7928
"08/12/2015",483,7975,8458
"09/12/2015",301,7681,7982
"10/12/2015",561,8124,8685
"11/12/2015",797,7925,8722
"12/12/2015",2300,6420,8720
"13/12/2015",1933,6101,8034
"14/12/2015",545,6100,6645
"15/12/2015",526,8277,8803
"16/12/2015",595,8030,8625
"17/12/2015",135,4418,4553
"18/12/2015",344,6354,6698
"19/12/2015",532,3747,4279
"20/12/2015",574,3645,4219
"21/12/2015",591,6084,6675
"22/12/2015",396,4538,4934
"23/12/2015",101,2162,2263
"24/12/2015",465,2331,2796
"25/12/2015",730,772,1502
"26/12/2015",1029,1673,2702
"27/12/2015",2249,2374,4623
"28/12/2015",838,3621,4459
"29/12/2015",1004,4249,5253
"30/12/2015",1038,4237,5275
"31/12/2015",1291,4564,5855
